Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"09/04/2014","13 RUSHBROOK GROVE, TEMPLEOGUE, DUBLIN 6W","","Dublin","€383,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/04/2014","147 BEAUMONT ROAD, WHITEHALL, DUBLIN 9","","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/04/2014","157 Hampton Wood Road, Hampton Wood","Dublin 11","Dublin","€193,832.60","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"09/04/2014","20 CEDARWOOD PARK, DUBLIN 11, DUBLIN","Dublin 11","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/04/2014","21 SEAGRANGE RD, BALDOYLE, DUBLIN 13","Dublin 13","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/04/2014","24 CARRIGHMORE, AYLESBURY, OLD BAWN DUBLIN 24","Dublin 24","Dublin","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/04/2014","25 TEMPLEVILLE DR, TEMPLEOGUE, DUBLIN 6W","","Dublin","€391,667.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"09/04/2014","26 BELVEDERE PLACE, NORTH CIRCULAR RD, DUBLIN 1","Dublin 1","Dublin","€232,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/04/2014","28 Adamstown Park, Adamstown Square, Adamstown","","Dublin","€160,792.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/04/2014","37 MOREHAMPTON RD, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","€800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/04/2014","38 HAMMOND ST, BLACK PITTS, DUBLIN 8","Dublin 8","Dublin","€162,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/04/2014","4 CAMBERLEY ELMS, CHURCHTOWN, DUBLIN 14","Dublin 14","Dublin","€342,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/04/2014","40 AVOCA AVE, BLACKROCK DUBLIN, DUBLIN","","Dublin","€895,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/04/2014","40 HUNTSTOWN RISE, MULHUDDART, DUBLIN 15","Dublin 15","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/04/2014","75 SYDNEY PARADE AVE, SANDYMOUNT, DUBLIN 4","Dublin 4","Dublin","€1,240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","1 Alderwood, Hollystown","Dublin 15","Dublin","€268,722.46","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"10/04/2014","1 DURROW RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€80,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","20 OAKTREE RD, STILLORGAN, DUBLIN","","Dublin","€489,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","20 THE COURT, MULHUDDART WOOD, MULHUDDART DUBLIN 15","Dublin 15","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","25 Redesdale Road, Mount Merrion","","Dublin","€607,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","3 GALTRIM GRANGE BROOMFIELD, MALAHIDE, DUBLIN","","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","30 BAKERS CLOSE, LUSK, DUBLIN","","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","37 SEABROOK, BROOK LANE, RUSH","","Dublin","€180,616.74","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"10/04/2014","4 DEERPARK LODGE, KILTIPPER WAY, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","4 & GROUND FLOOR 5 MARINO MART, FAIRVIEW, DUBLIN3","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","40 Russell Terrace, Kettles Lane, Kinsealy","","Dublin","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","41 Stratton Walk, Adamstown Square, Adamstown","","Dublin","€176,211.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"10/04/2014","44F STRAND RD, SUTTON, STRAND RD DUBLIN 13","Dublin 13","Dublin","€880,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","5 CASTLELYON GREEN, NEWCASTLE, DUBLIN","Dublin 22","Dublin","€188,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","5 FRIARS WALK, MONASTERY PARK, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€233,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","50 CASTLEKNOCK LAURELS, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€388,472.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","59 College Square, Wainsfort Manor drive, Terenure","Dublin 4","Dublin","€475,750.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"10/04/2014","70 PALMERSTOWN DR, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin","€287,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","71 TURRET RD, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin","€212,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","84 ROCKFORD MANOR, STRADBROOK RD, BLACKROCK","","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","APT 31, HYBREASAL HOUSE, SOUTH CIRCULAR ROAD","Dublin 8","Dublin","€252,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2014","NO 6 ST GABRIELS COURT, OLD BRAY ROAD, CABINTEELY","","Dublin","€700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","1 Pine Hall, Main Street, Newcastle","","Dublin","€392,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"11/04/2014","10 MOY GLAS DALE, LUCAN, DUBLIN","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","106 Watson Drive, Killiney","","Dublin","€407,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","10A SYCAMORE RD, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","11 FARMLEIGH AVE, FARMLEIGH WOODS, CASTLEKNOCK","Dublin 15","Dublin","€1,010,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","12 ST PATRICKS RD, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€246,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","12 The Lapwing, Barnageeragh Cove, Skerries Co Dublin","","Dublin","€339,207.04","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"11/04/2014","121 RATHGAR RD, RATHGAR, DUBLIN 6","Dublin 6","Dublin","€1,020,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","13 KILTIPPER RISE, KILTIPPER RD, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","14 RATHFARNHAM MILL, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","164 SANDYFORD VIEW, BLACKGLEN RD, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","18 Elgin Road, Ballsbridge, Dublin 4","Dublin 4","Dublin","€4,800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","18 MOUNTOWN VILLAS, DUN LAOGHAIRE, DUBLIN","","Dublin","€328,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","18 ROCHFORT HOUSE, BRENNANSTOWN SQ, CABINTEELY DUBLIN 18","Dublin 18","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","19 Castleland Park Avenue, Balbriggan","","Dublin","€167,400.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/04/2014","19 OSPREY AVE, TEMPLEOGUE, DUBLIN 6W","","Dublin","€405,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","2 THE MEWS, DOLLYMOUNT AVE, CLONTARF DUBLIN 3","Dublin 3","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","20 REDWOOD CLOSE, KILNAMANAGH, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","21 ASHFIELD RISE, BALBRIGGEN, CO DUBLIN","","Dublin","€121,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","29 LISSADEL WOOD, MALAHIDE, DUBLIN","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","3 KAVANAGH HALL, COLLEGEWOOD, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin","€219,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","306 CASHEL RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","33 SANDYFORD HALL GREEN, SANDYFORD, DUBLIN 18","Dublin 18","Dublin","€460,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","35 GLEBE HALL, ROSE PARK, KILL AVE","","Dublin","€243,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","35 MOUNT GARRETT CRESCENT, TYRELLSTOWN DUBLIN 15, DUBLIN","Dublin 15","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","35 WATERMEADOW DR, OLDBAWN, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€246,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","36 GRATTAN LDGE, DONAGHMEDE, DUBLIN 13","Dublin 13","Dublin","€352,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","38 Walsh Road, Drumcondra","Dublin 9","Dublin","€368,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","4 PEMBROKE COTTAGES, BOOTERSTOWN, DUBLIN","","Dublin","€357,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","5 EDEN PARK DR, GOATSTOWN, DUBLIN 14","Dublin 14","Dublin","€495,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","53 AROCIAN PARK SWORDS, DUBLIN","","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","62 ELMBROOK WALK, LUCAN, DUBLIN","","Dublin","€222,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","64 Adamstown Park, Adamstown Square, Adamstown","","Dublin","€176,211.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/04/2014","7 8 BURLEIGH COURT, BURLINGTON RD, DUBLIN 4","Dublin 4","Dublin","€560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","7 LAKELANDS GROVE, KILMACUD RD UPPER, STILLORGAN","","Dublin","€441,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","77 GRANGE RD, RATHFARNHAM, DUBLIN 16","Dublin 14","Dublin","€615,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","8 SCARIFF HALL, BLANCHARDSTOWN, DUBLIN","Dublin 15","Dublin","€97,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","APT 32 MOUNTAINVIEW HOUSE, STEPSIDE, CO DUBLIN","Dublin 9","Dublin","€110,132.15","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","APT 81, HYDE SQ, SOUTH CIRCULAR RD DUBLIN 8","Dublin 8","Dublin","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2014","CASSAVARDA, SANDYFORD RD, SANDYFORD","Dublin 16","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","1 WESTBURY AVE, LUCAN, DUBLIN","","Dublin","€393,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","12 THE GROVE, MELROSE PARK, SWORDS","","Dublin","€257,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","14 CHARLES ST, WEST DUBLIN 7, DUBLIN 7","Dublin 7","Dublin","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","17 The Island, Chapelizod, Dublin 20","Dublin 20","Dublin","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","2 DARTMOUTH TCE, DUBLIN 6, DUBLIN","Dublin 6","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","2 fernhill road, belmont aikens village, dublin 18","Dublin 18","Dublin","€314,159.29","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/04/2014","22 GLEBE HALL, KILL AVE, DUN LAOGHAIRE","","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","24 NEW CABRA, PHIBSBORO","Dublin 7","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","25 KEW PARK, LUCAN, DUBLIN","","Dublin","€324,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","26 ARDPATRICK RD, NAVAN RD, DUBLIN 7","Dublin 7","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","3 CARLTON MEWS, PEMBROKE GDNS, BALLSBRIDGE DUBLIN 4","Dublin 4","Dublin","€975,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","3 Forge View, Lusk Village, Lusk","","Dublin","€180,617.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/04/2014","34 BIGGER RD, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","34 CHERRYFIELD PARK, HARTSTOWN, CLONSILLA DUBLIN 15","Dublin 15","Dublin","€162,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","39 CROYDON PARK AVE, MARINO, DUBLIN 3","Dublin 3","Dublin","€307,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","50 UPPER RATHMINES RD, RATHMINES, DUBLIN 6","","Dublin","€739,300.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","6 RING ST, INCHICORE, DUBLIN 8","Dublin 8","Dublin","€197,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","7 GLEBE HALL, KILL AVE, DUN LAOGHAIRE","","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","7 ST MARTINS PK, KIMMAGE, DUBLIN 6W","","Dublin","€342,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","7 The Green, Coach Road, Balrothery","","Dublin","€114,537.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/04/2014","77A ALPINE HEIGHTS, CLONDALKIN, DUBLIN 22","","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","78A CROMWELLSFORT RD, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","93 KNOCKMAREE, ST LAURENCES RD, CHAPELIZOD DUBLIN 20","Dublin 20","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","Apartment 3, Brooklawn, Clontarf","Dublin 3","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","APT 14, HARCOURT MEWS, 40 CAMDEN ST DUBLIN 2","Dublin 2","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","aPT 5  18-21 Lower Mount Street, Dublin 2","Dublin 2","Dublin","€895,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2014","Darty House, Orwell Woods, off Orwell Park","Dublin 6","Dublin","€2,689,868.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","12 WATERMEADOW PARK, OLDBAWN, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","133 BREGA, HAMLET LANE, BALBRIGGAN","","Dublin","€117,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","15 MOunt Eagle Court, Leopardstown","Dublin 18","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","16 AIDEEN DRIVE, TERENURE, DUBLIN 6W","","Dublin","€307,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","19 ESKER PINES, ESKER LANE, LUCAN","","Dublin","€207,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","24 LANDSCAPE PARK, CHURCHTOWN, DUBLIN 14","Dublin 14","Dublin","€460,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","25 CELTIC PARK AVENUE, WHITEHALL, DUBLIN 9","Dublin 9","Dublin","€162,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","26 WHITE OAK, ROEBUCK WOOD, CLONSKEAGH DUBLIN 14","Dublin 14","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","27 WESTBROOK PARK, BALBRIGGAN, DUBLIN","","Dublin","€217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","3 castlelyon green, newcastle","","Dublin","€185,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2014","31A SOMERTON, PORTRANE RD, DONABATE","","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","357 MOURNE RD, DUBLIN 12, DUBLIN","Dublin 12","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","41A CARYSFORT AVE, BLACKROCK, DUBLIN","","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","6  Peyton View, Stoney Lane, Rathcoole","","Dublin","€295,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"15/04/2014","60 ROCHESTOWN PARK, DUN LAOGHAIRE, DUBLIN","","Dublin","€361,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","7 LOUGH DERG RD, RAHENY DUBLIN 5, DUBLIN","Dublin 5","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","7 RUTLAND COTTAGES, RUTLAND ST LOWER, DUBLIN 1","Dublin 1","Dublin","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","75 MONKSTOWN AVE, Monkstown, DUBLIN","","Dublin","€590,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","92A SHANTALLA RD, BEAUMONT, DUBLIN 9","Dublin 9","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","96 Rathfarnham Road, Terenure","","Dublin","€950,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","APT 39, 125 FRANCIS ST, DUBLIN 8","Dublin 8","Dublin","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","APT 65, WATERSIDE COURT, SWPRDS RD MALAHIDE","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2014","APT 6, 32-33 UPPER GARDINER STREET, DUBLIN 1","Dublin 15","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/04/2014","1 BEVERTON COURT, DONABATE, CO DUBLIN","","Dublin","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/04/2014","1 Castlegate Rise, Castlegate Rise, Adamstown","","Dublin","€235,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/04/2014","11 FOREST COURT, RIVERVALLEY, SWORDS","","Dublin","€237,000.00","No","No","Second-Hand Dwelling house /Apartment",""
